reach,depth_min,depth_q1,depth_q5,depth_q25,depth_q50,depth_avg,depth_q75,depth_q95,depth_q99,depth_max,wwidth_min,wwidth_q1,wwidth_q5,wwidth_q25,wwidth_q50,wwidth_avg,wwidth_q75,wwidth_q95,wwidth_q99,wwidth_max,flow_min,flow_q1,flow_q5,flow_q25,flow_q50,flow_avg,flow_q75,flow_q95,flow_q99,flow_max,rtime_min,rtime_q1,rtime_q5,rtime_q25,rtime_q50,rtime_avg,rtime_q75,rtime_q95,rtime_q99,rtime_max,velocity_min,velocity_q1,velocity_q5,velocity_q25,velocity_q50,velocity_avg,velocity_q75,velocity_q95,velocity_q99,velocity_max
512.000,0.294,0.343,0.364,0.412,0.471,0.541,0.582,0.976,1.418,2.652,0.587,0.687,0.729,0.823,0.942,1.083,1.164,1.951,2.836,5.304,2074.917,2873.571,3242.977,4164.370,5490.622,8794.842,8497.298,25121.318,55736.090,221538.031,0.004,0.007,0.010,0.016,0.019,0.018,0.022,0.025,0.026,0.030,0.038,0.045,0.047,0.053,0.061,0.069,0.074,0.120,0.169,0.292
513.000,0.285,0.333,0.354,0.400,0.457,0.525,0.564,0.944,1.372,2.571,0.570,0.667,0.707,0.799,0.914,1.049,1.127,1.888,2.744,5.143,2093.841,2896.078,3268.195,4196.863,5533.295,8864.495,8563.096,25314.118,56186.775,223208.672,0.004,0.007,0.009,0.015,0.018,0.018,0.021,0.024,0.025,0.029,0.040,0.047,0.049,0.056,0.063,0.072,0.077,0.126,0.177,0.307
514.000,0.275,0.322,0.342,0.386,0.440,0.506,0.543,0.908,1.320,2.478,0.551,0.644,0.683,0.771,0.881,1.011,1.086,1.816,2.639,4.956,2093.351,2896.030,3268.229,4196.899,5533.185,8864.446,8562.918,25311.786,56220.544,223222.984,0.004,0.006,0.009,0.014,0.018,0.017,0.020,0.023,0.024,0.028,0.041,0.048,0.051,0.058,0.066,0.075,0.081,0.132,0.186,0.323
515.000,0.265,0.309,0.328,0.369,0.421,0.484,0.519,0.867,1.259,2.368,0.529,0.618,0.655,0.739,0.843,0.967,1.038,1.733,2.518,4.736,2112.243,2918.211,3293.329,4229.267,5576.196,8931.577,8627.212,25496.750,56598.656,224890.250,0.003,0.006,0.008,0.014,0.017,0.016,0.019,0.022,0.023,0.027,0.044,0.051,0.054,0.061,0.070,0.079,0.086,0.141,0.199,0.347
516.000,0.251,0.293,0.310,0.349,0.398,0.456,0.489,0.816,1.185,2.233,0.503,0.586,0.621,0.699,0.796,0.913,0.979,1.632,2.371,4.465,2131.099,2940.749,3318.493,4261.448,5618.266,8999.294,8692.339,25693.557,57042.783,226555.766,0.003,0.005,0.008,0.013,0.016,0.015,0.018,0.020,0.021,0.025,0.046,0.054,0.058,0.065,0.075,0.085,0.092,0.152,0.216,0.379
517.000,0.234,0.272,0.288,0.324,0.368,0.422,0.452,0.751,1.090,2.057,0.468,0.544,0.576,0.647,0.737,0.843,0.904,1.502,2.180,4.114,2130.531,2940.639,3318.488,4261.701,5618.107,8999.259,8693.568,25691.464,57055.394,226564.891,0.003,0.005,0.007,0.012,0.014,0.014,0.016,0.019,0.020,0.023,0.050,0.059,0.063,0.071,0.081,0.093,0.100,0.167,0.239,0.423
518.000,0.209,0.242,0.256,0.287,0.326,0.372,0.398,0.657,0.951,1.802,0.418,0.484,0.512,0.574,0.651,0.744,0.796,1.314,1.902,3.605,2161.556,2978.285,3360.491,4315.565,5689.303,9113.286,8802.906,26012.458,57777.016,229330.297,0.002,0.004,0.006,0.010,0.012,0.012,0.014,0.016,0.017,0.020,0.057,0.067,0.072,0.082,0.094,0.108,0.117,0.198,0.285,0.510
519.000,0.054,0.066,0.071,0.083,0.099,0.122,0.130,0.258,0.433,1.072,0.109,0.132,0.142,0.166,0.197,0.245,0.259,0.516,0.866,2.144,2167.386,2985.727,3368.872,4326.394,5703.474,9135.366,8825.164,26079.159,57925.945,229887.156,0.001,0.002,0.002,0.003,0.004,0.003,0.004,0.004,0.005,0.005,0.229,0.258,0.270,0.296,0.328,0.357,0.383,0.552,0.702,0.983
52.000,0.137,0.165,0.176,0.201,0.232,0.269,0.289,0.497,0.737,1.442,0.274,0.331,0.353,0.402,0.463,0.537,0.578,0.995,1.473,2.885,793.476,1133.916,1281.950,1644.349,2168.938,3478.755,3355.842,9955.047,22131.091,89183.672,0.004,0.008,0.011,0.018,0.023,0.022,0.026,0.029,0.030,0.036,0.033,0.038,0.040,0.045,0.051,0.059,0.063,0.103,0.147,0.264
520.000,0.242,0.282,0.299,0.336,0.382,0.437,0.468,0.779,1.132,2.173,0.485,0.564,0.597,0.671,0.764,0.875,0.937,1.557,2.264,4.347,2326.311,3217.576,3630.133,4661.749,6147.047,9843.532,9508.691,28109.127,62386.330,247264.391,0.003,0.005,0.007,0.011,0.014,0.013,0.016,0.018,0.019,0.022,0.053,0.062,0.066,0.075,0.085,0.098,0.106,0.176,0.250,0.429
521.000,0.214,0.249,0.263,0.295,0.335,0.383,0.409,0.676,0.983,1.924,0.429,0.498,0.526,0.590,0.670,0.765,0.819,1.352,1.966,3.849,2326.618,3217.396,3630.109,4661.992,6146.588,9843.490,9508.625,28092.434,62405.183,247275.094,0.002,0.004,0.006,0.009,0.012,0.011,0.014,0.015,0.016,0.019,0.060,0.071,0.075,0.086,0.098,0.113,0.123,0.207,0.296,0.504
522.000,0.063,0.077,0.083,0.097,0.116,0.145,0.153,0.309,0.531,1.416,0.126,0.154,0.166,0.195,0.232,0.290,0.305,0.618,1.062,2.832,2326.320,3217.538,3630.195,4662.110,6146.731,9843.523,9508.982,28087.312,62374.320,247282.047,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.211,0.238,0.249,0.272,0.300,0.324,0.349,0.491,0.603,0.750
523.000,0.250,0.295,0.313,0.355,0.409,0.476,0.509,0.878,1.331,2.749,0.500,0.589,0.626,0.711,0.817,0.951,1.018,1.756,2.662,5.498,2373.365,3276.784,3697.260,4748.239,6260.145,10025.007,9685.501,28607.376,63494.482,251719.891,0.004,0.006,0.007,0.012,0.014,0.014,0.016,0.018,0.019,0.022,0.052,0.060,0.064,0.071,0.081,0.091,0.098,0.155,0.208,0.315
524.000,0.228,0.270,0.287,0.326,0.376,0.439,0.469,0.818,1.256,2.662,0.456,0.539,0.574,0.653,0.752,0.879,0.939,1.635,2.512,5.323,2373.137,3277.226,3697.194,4748.527,6260.969,10025.076,9684.914,28606.545,63467.190,251726.656,0.004,0.005,0.007,0.011,0.013,0.013,0.015,0.017,0.018,0.020,0.057,0.066,0.070,0.078,0.089,0.099,0.107,0.169,0.224,0.330
525.000,0.216,0.253,0.269,0.304,0.349,0.408,0.434,0.757,1.181,2.579,0.432,0.507,0.538,0.609,0.699,0.816,0.868,1.513,2.363,5.158,2379.669,3284.831,3705.642,4759.010,6275.087,10047.803,9706.556,28681.729,63609.412,252294.391,0.003,0.005,0.006,0.010,0.012,0.012,0.014,0.015,0.016,0.019,0.061,0.071,0.075,0.084,0.096,0.108,0.117,0.185,0.242,0.346
526.000,0.170,0.201,0.214,0.243,0.280,0.334,0.352,0.642,1.061,2.465,0.340,0.402,0.428,0.486,0.561,0.668,0.704,1.284,2.121,4.930,2380.112,3284.693,3705.637,4759.095,6275.229,10047.872,9706.983,28683.510,63618.460,252303.047,0.003,0.004,0.005,0.008,0.010,0.009,0.011,0.012,0.013,0.015,0.078,0.091,0.096,0.107,0.122,0.135,0.147,0.224,0.276,0.368
527.000,0.092,0.114,0.123,0.146,0.177,0.234,0.242,0.549,1.007,2.444,0.183,0.227,0.247,0.293,0.354,0.469,0.484,1.099,2.015,4.887,2559.886,3551.331,4006.336,5145.742,6784.533,10862.166,10492.236,30998.812,68797.149,272414.531,0.003,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.159,0.177,0.183,0.197,0.213,0.221,0.238,0.288,0.317,0.402
528.000,0.328,0.391,0.417,0.477,0.552,0.642,0.693,1.195,1.752,3.243,0.655,0.781,0.834,0.953,1.104,1.283,1.387,2.391,3.504,6.486,2557.508,3550.691,4006.381,5145.759,6784.524,10862.247,10494.264,30992.772,68774.073,272430.312,0.004,0.007,0.010,0.016,0.019,0.018,0.021,0.023,0.024,0.028,0.042,0.048,0.051,0.056,0.063,0.070,0.075,0.116,0.159,0.270
529.000,0.353,0.415,0.441,0.500,0.574,0.662,0.713,1.207,1.754,3.228,0.705,0.829,0.881,0.999,1.148,1.324,1.426,2.413,3.509,6.456,2619.760,3640.449,4107.002,5275.053,6954.635,11135.282,10757.192,31769.251,70432.901,279104.969,0.004,0.007,0.010,0.016,0.019,0.018,0.021,0.024,0.025,0.029,0.040,0.046,0.049,0.055,0.062,0.069,0.074,0.118,0.162,0.278
53.000,0.139,0.165,0.176,0.198,0.226,0.260,0.278,0.469,0.689,1.341,0.278,0.331,0.351,0.396,0.452,0.520,0.557,0.938,1.378,2.683,793.344,1133.808,1281.950,1644.396,2169.082,3478.711,3355.896,9955.494,22122.387,89180.297,0.004,0.007,0.011,0.018,0.022,0.021,0.025,0.029,0.030,0.036,0.032,0.038,0.041,0.046,0.053,0.061,0.065,0.110,0.159,0.289
530.000,0.346,0.407,0.433,0.491,0.564,0.650,0.700,1.184,1.722,3.175,0.692,0.814,0.865,0.982,1.127,1.300,1.400,2.368,3.444,6.350,2616.865,3640.567,4106.896,5275.469,6955.762,11135.328,10756.904,31774.285,70440.543,279121.250,0.004,0.007,0.010,0.015,0.018,0.018,0.021,0.023,0.025,0.029,0.040,0.047,0.050,0.056,0.063,0.071,0.076,0.120,0.166,0.285
531.000,0.339,0.399,0.424,0.481,0.552,0.637,0.686,1.159,1.687,3.117,0.677,0.797,0.848,0.962,1.105,1.273,1.371,2.318,3.373,6.234,2619.319,3647.976,4115.273,5286.011,6969.963,11157.762,10777.725,31842.862,70633.251,279689.562,0.004,0.007,0.009,0.015,0.018,0.017,0.020,0.023,0.024,0.028,0.041,0.048,0.051,0.057,0.064,0.073,0.078,0.124,0.171,0.293
532.000,0.331,0.389,0.414,0.470,0.540,0.622,0.670,1.132,1.648,3.055,0.661,0.779,0.828,0.940,1.079,1.244,1.339,2.264,3.296,6.109,2848.226,3932.044,4435.274,5697.669,7510.743,12021.990,11613.079,34293.327,76083.916,300727.406,0.004,0.006,0.008,0.013,0.016,0.016,0.018,0.021,0.022,0.025,0.046,0.053,0.056,0.063,0.071,0.080,0.086,0.137,0.190,0.325
533.000,0.321,0.378,0.402,0.456,0.524,0.604,0.650,1.100,1.603,2.981,0.642,0.756,0.804,0.913,1.048,1.208,1.301,2.200,3.207,5.963,2851.187,3932.092,4435.286,5697.415,7511.441,12022.013,11616.187,34283.300,76048.217,300744.406,0.003,0.006,0.008,0.013,0.016,0.015,0.018,0.020,0.021,0.024,0.048,0.055,0.058,0.065,0.074,0.083,0.089,0.142,0.197,0.336
534.000,0.327,0.382,0.405,0.457,0.523,0.600,0.644,1.079,1.566,2.908,0.653,0.764,0.810,0.915,1.045,1.200,1.289,2.158,3.131,5.816,2862.683,3947.161,4452.141,5718.965,7539.773,12067.060,11659.334,34412.380,76341.064,301862.875,0.003,0.006,0.008,0.013,0.016,0.015,0.018,0.020,0.021,0.025,0.047,0.055,0.058,0.065,0.074,0.084,0.091,0.146,0.204,0.349
535.000,0.315,0.368,0.390,0.440,0.502,0.577,0.619,1.036,1.504,2.805,0.630,0.736,0.780,0.880,1.005,1.153,1.238,2.072,3.009,5.611,2880.033,3969.361,4477.234,5751.319,7582.431,12137.219,11726.719,34613.684,76722.695,303530.969,0.003,0.005,0.008,0.012,0.015,0.014,0.017,0.019,0.020,0.024,0.049,0.057,0.061,0.068,0.078,0.088,0.095,0.154,0.215,0.370
536.000,0.301,0.351,0.372,0.420,0.479,0.550,0.590,0.988,1.435,2.688,0.603,0.703,0.745,0.840,0.958,1.100,1.180,1.975,2.871,5.375,2880.572,3969.060,4477.264,5751.558,7582.551,12137.205,11726.774,34605.886,76683.004,303543.531,0.003,0.005,0.007,0.012,0.014,0.014,0.016,0.018,0.019,0.022,0.052,0.060,0.064,0.072,0.082,0.093,0.101,0.163,0.229,0.393
537.000,0.284,0.331,0.350,0.395,0.450,0.517,0.554,0.928,1.350,2.540,0.568,0.662,0.701,0.790,0.901,1.034,1.109,1.855,2.699,5.080,2903.903,3999.058,4510.859,5794.923,7639.187,12228.974,11813.726,34860.785,77231.817,305761.094,0.003,0.005,0.007,0.011,0.013,0.013,0.015,0.017,0.018,0.021,0.055,0.065,0.069,0.078,0.089,0.101,0.109,0.177,0.249,0.428
538.000,0.261,0.303,0.321,0.361,0.412,0.473,0.506,0.846,1.234,2.337,0.521,0.606,0.642,0.723,0.823,0.945,1.013,1.693,2.467,4.674,2910.291,4006.985,4519.241,5805.556,7652.964,12251.470,11834.102,34924.768,77402.038,306321.438,0.002,0.004,0.006,0.010,0.012,0.011,0.014,0.015,0.016,0.019,0.061,0.071,0.076,0.086,0.098,0.112,0.121,0.198,0.279,0.481
539.000,0.230,0.267,0.282,0.317,0.361,0.414,0.443,0.739,1.080,2.069,0.461,0.534,0.565,0.635,0.722,0.828,0.886,1.479,2.161,4.137,2911.148,4006.910,4519.291,5805.607,7653.011,12251.479,11832.346,34924.393,77410.994,306328.719,0.002,0.004,0.005,0.008,0.010,0.010,0.012,0.013,0.014,0.017,0.069,0.082,0.087,0.099,0.113,0.129,0.140,0.232,0.328,0.568
54.000,0.125,0.148,0.156,0.175,0.200,0.229,0.245,0.410,0.602,1.180,0.250,0.295,0.312,0.351,0.400,0.458,0.490,0.821,1.205,2.361,798.978,1141.214,1290.313,1655.219,2183.235,3500.886,3377.964,10019.024,22274.295,89752.820,0.003,0.006,0.009,0.015,0.019,0.018,0.022,0.025,0.027,0.032,0.036,0.043,0.046,0.053,0.061,0.070,0.075,0.129,0.187,0.341
540.000,0.091,0.110,0.118,0.138,0.163,0.198,0.211,0.405,0.651,1.432,0.182,0.220,0.237,0.275,0.325,0.396,0.423,0.811,1.301,2.865,2945.213,4051.790,4569.652,5870.266,7738.217,12386.160,11965.584,35309.365,78254.365,309643.500,0.001,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.184,0.208,0.218,0.240,0.266,0.291,0.312,0.460,0.602,0.925
541.000,0.060,0.072,0.078,0.091,0.107,0.132,0.140,0.274,0.449,1.048,0.119,0.145,0.156,0.181,0.215,0.264,0.281,0.548,0.899,2.096,2945.266,4051.595,4569.690,5870.163,7737.975,12386.162,11965.409,35308.050,78251.269,309647.469,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.283,0.320,0.335,0.368,0.408,0.447,0.479,0.701,0.910,1.361
542.000,0.138,0.160,0.169,0.190,0.216,0.246,0.263,0.432,0.627,1.228,3.277,3.320,3.339,3.380,3.431,3.491,3.526,3.865,4.254,5.457,4886.942,6707.775,7568.786,9715.978,12811.735,20494.041,19808.053,58333.695,129371.932,509662.750,0.001,0.003,0.004,0.007,0.009,0.008,0.010,0.011,0.012,0.014,0.081,0.096,0.102,0.117,0.135,0.159,0.171,0.301,0.452,0.859
543.000,0.041,0.049,0.053,0.062,0.074,0.092,0.097,0.193,0.326,0.853,3.081,3.099,3.106,3.124,3.147,3.184,3.193,3.386,3.653,4.706,4887.385,6707.517,7568.852,9715.978,12811.786,20493.955,19807.746,58332.034,129379.674,509674.281,0.001,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.279,0.315,0.330,0.362,0.402,0.440,0.472,0.690,0.893,1.280
544.000,0.183,0.217,0.231,0.264,0.305,0.354,0.382,0.656,0.969,1.888,3.367,3.434,3.462,3.527,3.610,3.708,3.763,4.312,4.939,6.777,4954.242,6793.372,7665.364,9839.543,12974.895,20754.803,20061.523,59064.819,131033.427,516059.125,0.002,0.004,0.006,0.010,0.012,0.012,0.014,0.015,0.016,0.019,0.062,0.071,0.075,0.085,0.096,0.110,0.118,0.197,0.287,0.535
545.000,0.192,0.224,0.238,0.270,0.310,0.357,0.384,0.648,0.950,1.837,3.383,3.448,3.476,3.539,3.619,3.715,3.768,4.297,4.900,6.674,4955.646,6793.203,7665.657,9839.544,12976.081,20754.895,20064.741,59064.705,131001.258,516079.000,0.002,0.004,0.006,0.010,0.012,0.012,0.014,0.016,0.017,0.020,0.059,0.069,0.073,0.083,0.095,0.109,0.117,0.199,0.293,0.552
546.000,0.187,0.219,0.232,0.263,0.301,0.346,0.372,0.625,0.914,1.765,3.375,3.438,3.465,3.526,3.602,3.693,3.745,4.250,4.828,6.530,4962.367,6801.410,7674.229,9850.303,12990.196,20777.354,20083.489,59129.611,131116.421,516645.875,0.002,0.004,0.006,0.010,0.012,0.011,0.014,0.015,0.016,0.019,0.060,0.071,0.075,0.085,0.097,0.113,0.121,0.207,0.306,0.579
547.000,0.184,0.215,0.228,0.257,0.294,0.337,0.362,0.604,0.882,1.699,3.368,3.429,3.455,3.514,3.587,3.674,3.724,4.209,4.763,6.399,4959.787,6801.124,7674.125,9850.304,12990.628,20777.385,20084.686,59137.483,131062.119,516664.562,0.002,0.004,0.005,0.009,0.012,0.011,0.013,0.015,0.016,0.019,0.061,0.072,0.077,0.087,0.100,0.116,0.125,0.215,0.318,0.604
548.000,0.176,0.205,0.217,0.245,0.279,0.320,0.343,0.570,0.830,1.599,3.352,3.410,3.434,3.490,3.558,3.640,3.686,4.140,4.660,6.198,4963.312,6808.965,7682.321,9861.062,13004.640,20800.516,20103.156,59208.990,131251.791,517232.938,0.002,0.003,0.005,0.009,0.011,0.011,0.013,0.014,0.015,0.018,0.064,0.076,0.080,0.091,0.105,0.123,0.132,0.228,0.340,0.649
549.000,0.167,0.193,0.205,0.230,0.262,0.299,0.321,0.530,0.769,1.482,3.333,3.387,3.409,3.460,3.523,3.599,3.641,4.060,4.538,5.964,5123.289,7011.176,7910.681,10153.129,13390.813,21414.994,20704.864,60945.080,135191.500,532342.062,0.002,0.003,0.005,0.008,0.010,0.010,0.012,0.013,0.014,0.017,0.070,0.083,0.088,0.100,0.116,0.136,0.146,0.254,0.380,0.727
55.000,0.050,0.062,0.067,0.078,0.092,0.111,0.119,0.226,0.361,0.800,0.100,0.125,0.134,0.155,0.183,0.222,0.238,0.452,0.723,1.599,817.371,1163.582,1315.403,1687.437,2225.638,3569.676,3443.781,10213.532,22704.498,91476.578,0.002,0.003,0.005,0.007,0.008,0.008,0.009,0.010,0.011,0.013,0.093,0.107,0.112,0.124,0.138,0.153,0.164,0.248,0.335,0.554
550.000,0.151,0.174,0.183,0.206,0.233,0.266,0.284,0.465,0.670,1.295,3.301,3.347,3.367,3.411,3.466,3.531,3.569,3.930,4.341,5.589,5134.252,7026.220,7927.600,10174.646,13419.811,21459.945,20747.534,61076.947,135470.127,533454.125,0.001,0.003,0.004,0.007,0.009,0.009,0.010,0.012,0.013,0.015,0.078,0.092,0.099,0.113,0.131,0.154,0.165,0.292,0.440,0.848
551.000,0.038,0.046,0.050,0.058,0.069,0.085,0.090,0.178,0.303,0.853,3.076,3.092,3.099,3.116,3.137,3.173,3.180,3.356,3.606,4.706,5134.185,7025.942,7927.674,10174.646,13419.721,21459.961,20747.180,61072.661,135500.733,533434.250,0.001,0.001,0.001,0.002,0.003,0.002,0.003,0.003,0.003,0.004,0.312,0.352,0.369,0.406,0.451,0.494,0.531,0.783,1.008,1.341
552.000,0.173,0.203,0.216,0.246,0.283,0.334,0.353,0.632,1.024,2.323,3.345,3.406,3.432,3.491,3.565,3.668,3.706,4.264,5.047,7.646,5146.526,7040.570,7944.605,10196.164,13449.162,21504.980,20791.036,61188.181,135711.633,534487.750,0.003,0.004,0.005,0.009,0.011,0.010,0.012,0.014,0.015,0.017,0.068,0.079,0.084,0.094,0.108,0.122,0.132,0.212,0.280,0.435
553.000,0.162,0.190,0.203,0.230,0.265,0.315,0.332,0.603,0.995,2.291,3.323,3.381,3.405,3.460,3.530,3.630,3.663,4.207,4.990,7.583,5147.901,7040.910,7944.580,10196.165,13448.394,21505.008,20792.097,61202.752,135689.202,534462.500,0.003,0.004,0.005,0.008,0.010,0.010,0.012,0.013,0.014,0.016,0.073,0.084,0.089,0.101,0.115,0.129,0.141,0.223,0.288,0.442
554.000,0.162,0.188,0.199,0.225,0.257,0.305,0.319,0.583,0.977,2.271,3.324,3.376,3.398,3.449,3.514,3.610,3.637,4.166,4.954,7.543,5155.114,7048.462,7952.659,10206.922,13462.518,21527.863,20811.827,61267.127,135772.976,535015.875,0.003,0.004,0.005,0.008,0.010,0.009,0.011,0.013,0.014,0.016,0.073,0.086,0.091,0.103,0.119,0.134,0.147,0.231,0.295,0.447
555.000,0.144,0.167,0.177,0.199,0.227,0.274,0.282,0.541,0.941,2.236,3.289,3.334,3.353,3.397,3.453,3.550,3.564,4.082,4.882,7.473,5155.717,7048.650,7952.693,10206.924,13462.479,21527.814,20814.703,61260.864,135797.497,535015.812,0.003,0.004,0.005,0.007,0.009,0.008,0.010,0.011,0.012,0.014,0.082,0.097,0.103,0.117,0.135,0.150,0.167,0.250,0.307,0.455
556.000,0.070,0.087,0.094,0.113,0.139,0.191,0.194,0.478,0.896,2.196,3.140,3.173,3.189,3.226,3.277,3.381,3.388,3.957,4.793,7.392,5161.727,7055.713,7961.266,10217.682,13476.008,21551.309,20836.687,61336.438,135903.646,535565.500,0.002,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.007,0.171,0.188,0.194,0.208,0.223,0.230,0.245,0.285,0.324,0.465
557.000,0.266,0.310,0.329,0.372,0.427,0.495,0.530,0.909,1.355,2.662,3.532,3.620,3.658,3.745,3.854,3.990,4.060,4.818,5.710,8.323,5211.915,7119.680,8033.027,10309.132,13598.189,21743.857,21021.117,61919.284,137272.713,540246.750,0.003,0.006,0.008,0.013,0.016,0.016,0.019,0.021,0.022,0.026,0.044,0.052,0.055,0.062,0.071,0.081,0.088,0.145,0.207,0.373
558.000,0.264,0.308,0.327,0.370,0.424,0.492,0.526,0.903,1.346,2.642,3.529,3.616,3.654,3.739,3.848,3.983,4.052,4.805,5.692,8.283,5214.394,7119.611,8033.277,10309.134,13598.286,21743.938,21022.355,61912.359,137290.870,540242.312,0.003,0.006,0.008,0.013,0.016,0.016,0.019,0.021,0.022,0.026,0.045,0.052,0.055,0.063,0.072,0.082,0.088,0.146,0.209,0.376
559.000,0.262,0.306,0.324,0.367,0.421,0.488,0.522,0.896,1.336,2.621,3.525,3.611,3.649,3.734,3.842,3.976,4.045,4.792,5.672,8.242,5520.072,7557.745,8527.731,10943.896,14434.735,23089.453,22320.577,65708.083,145641.547,573522.938,0.003,0.005,0.007,0.012,0.015,0.015,0.017,0.020,0.021,0.024,0.048,0.056,0.059,0.067,0.077,0.088,0.094,0.156,0.224,0.403
56.000,0.026,0.033,0.035,0.041,0.049,0.060,0.064,0.125,0.207,0.512,0.053,0.066,0.071,0.083,0.098,0.120,0.128,0.251,0.415,1.024,930.674,1334.382,1508.269,1935.066,2552.071,4093.427,3949.274,11706.706,26005.261,104769.773,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.203,0.234,0.245,0.270,0.300,0.330,0.354,0.526,0.693,1.054
560.000,0.260,0.303,0.322,0.364,0.417,0.484,0.518,0.889,1.324,2.596,3.520,3.606,3.643,3.728,3.834,3.967,4.036,4.777,5.648,8.192,5522.819,7557.959,8528.027,10943.898,14434.859,23089.611,22319.485,65709.281,145590.495,573516.812,0.003,0.005,0.007,0.012,0.015,0.014,0.017,0.019,0.021,0.024,0.048,0.056,0.060,0.068,0.077,0.088,0.095,0.158,0.226,0.408
561.000,0.258,0.300,0.319,0.361,0.413,0.479,0.513,0.881,1.312,2.570,3.516,3.601,3.638,3.721,3.827,3.959,4.026,4.761,5.624,8.140,5558.118,7595.402,8570.318,10997.691,14506.668,23201.141,22426.265,66050.918,146384.028,576266.875,0.003,0.005,0.007,0.012,0.015,0.014,0.017,0.019,0.020,0.024,0.049,0.057,0.061,0.068,0.078,0.090,0.097,0.160,0.230,0.415
562.000,0.256,0.297,0.316,0.357,0.409,0.475,0.508,0.872,1.298,2.542,3.511,3.595,3.631,3.714,3.819,3.950,4.016,4.744,5.597,8.085,5560.680,7595.093,8570.414,10997.694,14507.898,23201.342,22427.587,66039.755,146449.938,576259.500,0.003,0.005,0.007,0.012,0.015,0.014,0.017,0.019,0.020,0.024,0.049,0.058,0.061,0.069,0.079,0.091,0.098,0.162,0.232,0.420
563.000,0.254,0.295,0.313,0.354,0.406,0.471,0.504,0.865,1.287,2.518,3.508,3.591,3.627,3.709,3.813,3.943,4.009,4.730,5.574,8.037,5563.636,7595.361,8570.162,10997.702,14508.376,23201.527,22428.692,66023.452,146466.693,576250.250,0.003,0.005,0.007,0.012,0.015,0.014,0.017,0.019,0.020,0.023,0.050,0.058,0.062,0.070,0.080,0.091,0.098,0.163,0.235,0.425
564.000,0.251,0.292,0.310,0.351,0.402,0.466,0.499,0.856,1.273,2.489,3.503,3.585,3.620,3.701,3.804,3.933,3.998,4.712,5.545,7.979,5637.521,7685.259,8671.511,11126.802,14679.666,23469.668,22692.449,66787.634,148206.078,582821.125,0.003,0.005,0.007,0.012,0.014,0.014,0.016,0.018,0.020,0.023,0.051,0.059,0.063,0.071,0.082,0.093,0.101,0.167,0.240,0.436
565.000,0.248,0.289,0.306,0.346,0.397,0.460,0.493,0.846,1.256,2.457,3.496,3.577,3.612,3.692,3.794,3.921,3.986,4.691,5.512,7.914,5647.283,7692.422,8680.077,11137.573,14692.910,23492.354,22716.966,66838.836,148311.596,583361.125,0.003,0.005,0.007,0.011,0.014,0.013,0.016,0.018,0.019,0.023,0.052,0.060,0.064,0.072,0.083,0.095,0.102,0.169,0.244,0.443
566.000,0.244,0.284,0.302,0.341,0.391,0.454,0.486,0.834,1.238,2.422,3.488,3.568,3.603,3.682,3.783,3.908,3.972,4.668,5.476,7.844,5650.681,7692.681,8680.310,11137.570,14692.968,23492.266,22714.967,66821.918,148419.970,583348.938,0.003,0.005,0.007,0.011,0.014,0.013,0.016,0.018,0.019,0.022,0.052,0.061,0.065,0.073,0.084,0.096,0.104,0.172,0.248,0.451
567.000,0.240,0.279,0.297,0.336,0.385,0.447,0.479,0.822,1.219,2.385,3.480,3.559,3.593,3.671,3.770,3.893,3.957,4.643,5.438,7.771,5666.014,7707.663,8697.101,11159.085,14721.522,23537.166,22761.941,66957.367,148568.630,584414.688,0.003,0.005,0.007,0.011,0.014,0.013,0.016,0.018,0.019,0.022,0.054,0.062,0.066,0.075,0.086,0.098,0.106,0.175,0.253,0.460
568.000,0.235,0.274,0.291,0.329,0.378,0.439,0.471,0.808,1.198,2.346,3.470,3.548,3.582,3.659,3.757,3.878,3.941,4.616,5.396,7.693,5667.060,7707.687,8696.831,11159.084,14722.521,23537.217,22760.689,66960.741,148580.666,584401.812,0.002,0.005,0.007,0.011,0.013,0.013,0.015,0.017,0.018,0.021,0.055,0.064,0.068,0.076,0.087,0.100,0.107,0.178,0.258,0.469
569.000,0.230,0.268,0.285,0.323,0.371,0.430,0.462,0.793,1.176,2.304,3.460,3.536,3.570,3.645,3.742,3.861,3.923,4.586,5.351,7.609,5766.861,7849.180,8856.190,11363.499,14992.542,23965.367,23176.899,68189.610,151258.041,595102.438,0.002,0.004,0.006,0.010,0.013,0.012,0.015,0.017,0.018,0.020,0.057,0.066,0.070,0.079,0.091,0.104,0.112,0.185,0.268,0.488
